StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q17,Random ID,explanation0,explanation1,explanation2,explanation3,explanation4,explanation5,explanation6,explanation7,explanation8,explanation9,explanation10,explanation11,explanation12,explanation13,explanation14,explanation15,explanation16
2021-05-04 21:29:02,2021-05-04 22:04:26,IP Address,157.51.146.78,100,2123,TRUE,2021-05-04 22:04:26,R_AvAjQ05C3I3zGTv,,,,,13.0579071044922000,80.192108154296900,anonymous,EN,to see the green ball,Red ball,pics green ,Near to purple key ,1,Go to green door,Just move to black circle,open to green and yello door and go to the red circle,go to near key ,3,open green and yellow doors ,open red door and  and also blue door and go to the open yellow door ,open do black door and pic green ball and also go to open green door  pick yellow ball,just move some where,2,go to open red door and pic blue ball,go to open blue door and green doors ,go to pick black ball,open blue  door and green door,open red and blue and purple door,3,,36743,,,,,,,,,,,,,,,,,
2021-05-05 11:37:00,2021-05-05 12:14:37,IP Address,50.231.89.77,100,2257,TRUE,2021-05-05 12:14:38,R_3Rlb3WzVCpdkllo,,,,,33.8983001708984000,-84.58930206298830000,anonymous,EN,The indicatore was move on the correct side.,The pointer was move on the objects.,Go to thre red box.,Go towards the purple key.,1,Go to collect the green box.,Go towards the grey ball.,Go to the red ball.,Go tot the red door.,3,Go towards the collect green key.,Go to collect the yellow box.,go to collect the blue ball and yellow ball.,Go to the red door.,2,Go to collect the blue ball.,Go to collect the violet box,Go to collect the grey ball and blue key and red box.,Go to collect the green box.,Go to collect red boxes and blue boxes.,1,Nice task and thanks for the opportunity.,99119,,,,,,,,,,,,,,,,,
2021-05-05 15:58:50,2021-05-05 16:11:01,IP Address,206.176.35.2,100,730,TRUE,2021-05-05 16:11:01,R_1IGy93h0yBgcNgY,,,,,43.5547027587891000,-96.743499755859400,anonymous,EN,The red triangle turns to face the green circle.,go to the yellow box,go to the red box,go to a purple key,1,put the green box in front of the green circle,go to the gray circle,go to the red ball,go to the gray key,3,go between the blue ball and the blue box,go to the purple key,move the yellow circle diagonally,go to the purple ball,2,go to a purple ball,go between a gray box and a wall,go to a corner of a room with a yellow key,go to a green door,go to a grey ball,3,neat,10575,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the purple key,put the green box next to a green ball,go to the blue ball and go to a grey ball,go to a red ball,go to the grey key,"go to the blue box, then go to the blue ball",go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to the grey box and go to a grey door,"go to the yellow box, then go to a yellow key",go to the green box,go to the grey ball
2021-05-05 16:10:41,2021-05-05 16:21:52,IP Address,174.131.169.213,100,670,TRUE,2021-05-05 16:21:52,R_3g5ZkH7WP7FXAwd,,,,,35.01190185546880,-97.42800140380860000,anonymous,EN,Go to the green ball,Bring the red ball to the gold chest,Go to the red chest,Go to the purple key,1,move the green box,go to a grey ball,go to the red ball,go to the grey key,3,go to the blue ball,go to the purple key,move the yellow ball,go to the purple ball,2,go to the purple ball,go to a grey box,Go to a open door,move the green box,go to the grey ball,2,,65146,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to the blue ball,go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to a grey box,go to the blue door and open the blue door,go to the green box,go to the grey ball
2021-05-05 15:59:38,2021-05-05 16:23:12,IP Address,104.224.28.126,100,1414,TRUE,2021-05-05 16:23:12,R_qRAqTNUcDhTtowF,,,,,40.78759765625,-74.05999755859380,anonymous,EN,Go to the green ball,go to the red ball,go to the red door,go to the purple key,1,Go to the green box,go to the black ball,Go to the red ball,go to the black key,3,go to the blue ball,go to the grey ball,go to the yellow ball,go to the red door,2,go to the purple ball,go to the green key,go to the purple door and go to the grey ball and go to the blue key,go to the blue door and go to the green box,go to the red door and go to the red box and go to the blue door,2,it was very interesting to complete,30287,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to a blue ball,go to a red ball,go to the grey key,go to the blue ball,go to the grey door,go to the yellow ball,go to a red door,go to a purple ball,go to the green door and go to the purple key and go to the green door,go to the purple door and go to the grey ball and go to the blue key,go to the blue door and go to the green box,go to the red door and go to the red box and go to the blue door
2021-05-05 16:06:22,2021-05-05 16:24:02,IP Address,76.25.67.198,100,1059,TRUE,2021-05-05 16:24:03,R_2z7741Erh916nOC,,,,,39.8419952392578000,-105.11009979248000000,anonymous,EN,Move to the right.,Go to the red ball.,go to red squares,go to purple key,1,go to the green box,go to gray circle,go to the red ball,go to a grey key,3,open the doors,go to the purple key,go to the yellow ball,go to the red door,2,go to the purple ball,go to a grey box,go to a red box,go to a green box,go to a grey ball,2,No problems.,40091,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the blue ball and go to a grey ball,go to a red ball,go to the grey key,open a blue door,go to a purple key,go to the yellow ball,go to a red door,go to a purple ball,go to a grey box,go to a red box,go to the green box,go to the grey ball
2021-05-05 16:01:40,2021-05-05 16:41:52,IP Address,70.92.236.239,100,2412,TRUE,2021-05-05 16:41:53,R_qDAghZOxmKAqmPf,,,,,44.180694580078100,-88.4759979248047000,anonymous,EN,Move right arrow side,Go to red ball,Go to next box,Go to yellow ball,1,Go to green door,go to gray ball,Go to green gate,Go to gray key,3,go to blue key,go to a red door,Go to a green gate,go to a yellow door,2,go to a blue ball,go to a gray ball,go to a yellow door and go to the blue door and go to a red ball,go to a blue door and go to the green door and go to a red ball,go to the red door,5,,78481,go to the green ball,go to the red ball,go to a red box,go to the yellow ball,go to the green box,go to the blue ball and go to a grey ball,go to a green door,go to the grey key,go to a blue key,go to a red door,go to the green door,pick up a yellow box and go to a red door,go to a blue ball,go to a grey door and go to the blue door and go to a red ball,"go to the yellow box after you go to the blue ball, then put the red box next to a blue door",go to the blue door and go to the green box,go to the red door
2021-05-05 16:25:44,2021-05-05 17:00:21,IP Address,173.92.244.155,100,2076,TRUE,2021-05-05 17:00:21,R_2wQsiGsWCTazQ4S,,,,,35.2071990966797000,-80.9568023681641000,anonymous,EN,read arrow points north,go to the red ball,go to the red  outlined split box,go to the purple key,1,go to the green box,go to the grey circle,go to the red ball,go to the grey key,3,go in between the purple box and blue circle,go through the door to under the purple key,go to the yellow ball and go to the yellow door,go to the yellow box and go under the purple ball,2,pick up the blue ball and go to the purple ball,pick up the grey box and go to the green key,drop off the grey key and pick up red box,pick up the green box and go to the green door,pick up and drop the red box then go to the grey ball,3,,86770,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,"go to a purple box and go to the blue box, then go to the purple box",go to the purple key and open a grey door and go to a purple key,go to the yellow ball and go to the yellow door,pick up a yellow box and go to the purple ball,pick up the blue ball and go to a purple ball,pick up the grey box and put the grey box next to a green key,pick up the grey ball and pick up the blue key and pick up the red box,"pick up the green box, then put a green box next to a green door",pick up the grey ball after you pick up the red box and go to a grey ball
2021-05-05 16:38:43,2021-05-05 17:16:35,IP Address,122.178.235.194,100,2272,TRUE,2021-05-05 17:16:36,R_Ry6ADuaFfPBP3MJ,,,,,12.9633941650391000,77.58551025390630,anonymous,EN,Straight on red arrow and the right on move then left to cut in side and picking the green.,Straight on the red arrow move and the left on the side then straight to the conclutionand picking the red ball and straight to ball.,Go to the red door.,Go to a violet key.,1,Go to a green box,Go to a grey ball,Go to the red ball,Go to the grey key,3,go to a grey box,go to a purple key,go to a yellow box,Go to a purple ball.,2,go to a blue ball and go to a purple ball,go to a green key,go to a blue key,go to a green  box,go to a grey ball,3,Good,83622,go to the green ball,"go to the red key and go to the red ball, then pick up a red ball",go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a blue box,go to a purple key,go to the red box and go to a yellow door,go to a purple ball,go to the blue ball and go to the purple ball,go to the green door and go to the purple key and go to the green door,go to a blue key,go to the green box,go to the grey ball
2021-05-05 17:20:26,2021-05-05 17:43:44,IP Address,122.178.236.177,100,1397,TRUE,2021-05-05 17:43:45,R_3fqJZpzOLsHLMzh,,,,,12.9633941650391000,77.58551025390630,anonymous,EN,go to a blue ball,go to a red ball,go to the red box,go to a purple key.,1,go to a green box,go to a grey ball,go to a red ball,go to a grey key.,3,go to a grey box.,go to a purple key,go to a yellow door,go to a purple ball,2,go to a purple ball.,go to a green ball,go to a yellow key,go to a green door,Go to a grey ball,3,Good,81564,go to a blue ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a blue box,go to a purple key,go to a yellow door,go to a purple ball,go to a purple ball,go to the green door,go to the yellow key,go to the green box,go to the grey ball
2021-05-05 20:59:55,2021-05-05 21:48:18,IP Address,103.55.45.182,100,2903,TRUE,2021-05-05 21:48:18,R_3knBQqoygjTAAzb,,,,,-34.778594970703100,150.694793701172000,anonymous,EN,Face towards top right circle in closest empty square,Put red ball above yellow box,Go to the red box on the left,Go to the blue key,1,Move a green box to a green circle,Go to a grey ball,Go to the red ball,Go to a grey key,3,Go between a blue box and blue ball,Pick up the yellow box then go to the blue key,Move the balls in front of the doors,Go to the yellow box then to the red door,2,Go to the blue ball,Pick up a grey box and go to a grey box,Pick up a blue key and go to a yellow box and pick up a red box and go to a blue door,Pick up a yellow box,Pick up and drop a red box and go to a grey ball,3,When it asked me to identify how many red balls there were I am not sure I got it correct as I am not great identifying shades. It looked like 2 red and 1 orange to me and so picked 3 red as there was no option for 2. I think those were attention checks so hopefully I got them right.,43598,go to the green ball,put a red ball next to the yellow box,go to a red box,go to a blue box and go to the purple key,go to the green ball and put a green box next to a green ball,go to the grey ball,go to a red ball,go to the grey key,"go to the blue box, then go to the blue ball",go to the green key and go to a blue door and pick up the yellow box,"open a purple door, then pick up a yellow ball, then go to the yellow door",pick up a yellow box and go to a red door,go to a blue ball,pick up a grey box and go to the grey box,"go to a blue door, then put a blue key next to a yellow box and pick up the red box",go to a yellow box,pick up a red box and go to a grey ball
2021-05-06 20:39:47,2021-05-06 21:12:51,IP Address,172.111.198.87,100,1983,TRUE,2021-05-06 21:12:51,R_qOCQ25zTwNlfcgF,,,,,25.7740936279297000,-80.18170166015630,anonymous,EN,Pickup the green ball,Put down the red ball,Go to red box,Go to a Pink key,1,go to a green box,go to the gray ball,go to the red ball,go to a gray key,3,go to a green key,go to a yellow box,go to the yellow ball,go to the purple ball,2,go to a purple key,go to the green key,go to the red box,go to the green box,go to a gray ball,4,"I think there should be universal code for single ball or things like - ""a ball"" and ""the"" for multiple... because this point was the most confusing.. ",57891,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a green key,go to a yellow box,go to the yellow ball,go to a purple ball,go to the purple key,go to the green door and go to the purple key and go to the green door,go to a red box,go to the green box,go to the grey ball
2021-05-06 20:54:41,2021-05-06 21:38:59,IP Address,177.223.107.19,100,2658,TRUE,2021-05-06 21:39:00,R_9KuHgdGstXhbE53,,,,,-23.4839019775391000,-49.4116973876953000,anonymous,EN,go to the green circle,place the orange ball under the yellow rectangles,go to the red box,go to a purple key,1,go to the green box and place it next to the green ball,go to the gray ball,go to the red ball,go to the gray key,3,go to the green key and place the green key on the side of the blue box that is on the side of the gray box,go to the yellow box and place the yellow box next to the gray ball,"go to the blue ball take the blue ball out of the door entrance by placing the blue ball 2 places to the left, then go to the yellow ball and take out the yellow ball from the door entrance place the yellow ball one place to the right",go to the yellow box and place the yellow box next to the red door,2,get the blue ball then go to the blue door,go to the gray box and place the gray box next to the green key,go to the gray ball then place the blue key on the side of the yellow box then place the red box on the side of the yellow key,place the green box on the green door, go to the red box and place it next to the gray ball,3,,37765,go to the green ball,"go to the red ball, then put a red ball next to a yellow box",go to a red box,go to the purple key,go to a green box and put the green box next to the green ball,go to the grey ball,go to a red ball,go to the grey key,go to the blue box and go to a green key and put a green key next to the grey box,"go to a yellow box, then pick up the yellow box and put a yellow box next to the grey ball","go to a blue key and pick up a yellow ball, then go to the yellow door",pick up a yellow box and go to a red door,"go to the blue ball after you go to the red door, then pick up a blue ball",go to the green door and put the grey box next to a green key,"go to the yellow box and put a blue key next to a yellow box, then go to a grey ball",pick up a green box and put the green box next to the green door,go to a red box and pick up a red box and go to a grey ball
2021-05-06 21:45:28,2021-05-06 22:03:56,IP Address,173.168.170.237,100,1108,TRUE,2021-05-06 22:03:57,R_1Cwi3UMIeq5xzBk,,,,,28.0406036376953000,-82.39510345458980000,anonymous,EN,Go to the green ball,Chase the red ball,Go to the red box next to the green box,go to the purple key,1,go to the green box,go to the grey circle by the yellow circle,go to the red ball,go to the grey key,3,go to the blue ball,go to the yellow box,move the yellow and purple ball,pick up and place the yellow box ,2,move the blue ball,go to the green key,pick up the red box,pick up a green box,pick up a red box and go to a grey ball,3,thank you!,34158,go to the green ball,go to the red ball,go to a red box and go to the green box,go to the purple key,go to the green box,go to the blue ball and go to a grey ball,go to a red ball,go to the grey key,go to the blue ball,go to a yellow box,pick up a purple ball and go to a yellow ball,pick up the yellow box,go to a blue ball,go to the green door and go to the purple key and go to the green door,pick up a red box,pick up a green box,pick up a red box and go to a grey ball
2021-05-06 21:38:12,2021-05-06 22:06:09,IP Address,103.78.19.26,100,1676,TRUE,2021-05-06 22:06:09,R_3ITeDwSEp489Sfw,,,,,15.27569580078130,76.379791259765600,anonymous,EN,Go to the green circle,Move to the yellow door,Move to the red box,go next to yellow ball before the key,1,Shift the green box next to green circle,go to the nearest gray ball,go to red ball,go to a gray key,3,go to the blue ball near the purple box,go to the green box then go to the yellow box and collect the yellow box,move the purple ball and go to the yellow door,go to the red door,2,"open the red door, pick up the blue ball and go to the purple ball",open the purple door and go to the green key,"open the gray door then open the purple door, pickup the gray ball then pickup the blue key and pick up the red box",open the blue door and pickup the green box,open the blue door and go to the gray ball,2,"Indeed as stated in the initial instruction, it was fun and enjoyable completing the study.  Thank You",50505,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the yellow ball,"go to the green box, then put a green box next to the green ball",go to the grey ball,go to a red ball,go to the grey key,"go to the purple box, then go to the blue ball",go to the green box and go to the yellow box and pick up the yellow box,pick up the purple ball and go to a yellow door,go to a red door,open a red door and pick up a blue ball and go to a purple ball,open the green door and go to a purple key,"open the purple door, then pick up the grey ball and pick up the blue key",open the blue door and pick up a green box,open the blue door and open a blue door and go to a grey ball
2021-05-06 21:42:37,2021-05-06 22:14:29,IP Address,45.4.199.89,100,1911,TRUE,2021-05-06 22:14:29,R_26mMIlPL2Fyos1M,,,,,40.75030517578130,-74.00140380859380,anonymous,EN,"the rectangle ,go straight and down .then turn right .you will reach the green ball",go to the red balls,go to the violet keys and you will reach the red key,go to the purple key,1,go to the green doors,go to the grey ball,"go to the yellow door and go to the green door ,then again  go to the yellow door and purple door. then you will reach the red ball",go to the grey doors and reach the grey key,3,open the green door again reach the green door. then go to the purple door and yellow door. then open the green doors and blue door ,open the red door and go to a grey doors. then go to a blue door,open the purple doors and go to the yellow door,go to the  yellow box and reach the place,2,go to the red door and pick up blue ball. then go to the green door,go to the purple door and grey box. then go to the grey door. pick up the green and blue door,go to the grey door and blue doors. then pickup the grey ball and blue key.,go to the blue door and reach the green box,open the red doors. and go the blue doors. you will reach the grey ball,2,very interesting survey,76916,go to the green ball,go to the red ball,"go to the purple box and go to a blue key, then go to the red box",go to the purple key,go to the green box,go to the grey ball,"go to the green ball, then go to a yellow door, then go to the purple door",open the grey door and go to a grey key,"open the green door, then open the purple door, then go to a green door","open the red door and go to the grey door, then go to a blue door","open the purple door, then go to the yellow door",pick up the yellow box,"go to a red door and pick up the blue ball, then go to the green door","go to the purple door, then pick up the grey box and go to the green door","pick up the grey ball, then go to a blue key, then go to the grey door",go to the blue door and go to the green box,"open a red door, then go to the blue door and go to the grey ball"
